大宅 幡
小治田 学澁
国造 岐
長谷山 偶
大和 鑄商
倭川原 寵溢
海原 部似
竹田川辺 編
上勝 莫
大宅 侃撰
大田 郊
豊国 慧白
大庭 僧太
榎井部 迅
松津 岸罪
伏丸 蜜
阿刀 徠
三宅 孝譲
刑部 彰艇
伯祢 芯式
物部 折捕
高志 車
志紀 綾剛
日置 実坐
掃守田 約
大伴 駅祐
八坂 疾鉛
長 俵
県犬養 目
大宅 遵龍
衣縫 珊盗
堅井 卷
難波 汁楷
凡海 曙措
恵我 縮
池上 福載
黄文 鑑四
額田 善燎
飛鳥部 遮
佐伯 枇
平松 窒
商長 語
松津 奥
佐味 永煩
網部 妊
巨勢斐太 燦
道守 賭
楊津 彩膨
石野 夜
額田部湯坐 示
中臣宮処 喩扱
出雲 坑硝
額田部 器椿
神前 賓試
秦 孫
後部王 判
史戸 撞喚
間人 沙
高市 璽拉
布師 支友
神 暇悩
松野 諄湖
丹波 桔妄
吉野 蓉底
穂積 券
和薬使主 瓦
新田部 測
久米 漕
壬生 再毅
阿刀 憂筈
額田部河田 悦求
吉水 毘
中臣宮処 樟
登美 仮
尾張 定但
三枝部 墜采
六人部 傑
大丘 蕾拂
錦織 故
奄智 威
稲城壬生 慣淳
日下部 玩濯
伊福部 寓
下毛野 亨
野上 敢
雀部 雫霞
大辟 昨列
坂合部 紀
垂水 繰
広田 翠嵐
狛 睡
橘守 媒萱
三善 砧泳
文室 句
巨勢口田 緋作
葛城 崩
志紀 臼
国背完人 財
山 修亮
大辛 高箇
掃守 貼酪
榎室 梅
井代 暮眞
吉弥侯部 斐
山代 擁
酒部 岳逝
民 鯛氏
玉祖 郁
弓削 浩
錦部 銀
小治田 禮
狛 位
古市 適裝
茨田 秋惇
息長丹生 萩感
殖栗 崩希
犬養 哲
長谷山 申
我孫 凪
村山 汽置
賈氏 鷄再
秦 九
山 瞥
日置 尉銑
当宗 戦阻
高井 臭
小豆 朔
委文 吟温
止美 這
田辺 坦
船子 炭
佐伯 淡詳
中臣方岳 丈傘
木勝 飲
高井 砦業
土師 暑
栄山 嚇
蜂田 澄唯
神麻績 朋絹
掃守 営沙
飛鳥戸 堵
漢人 参勲
神門 舎
菅原 駈
中 好屈
下 高砲
和迩部 筑極
若江 属陳
池上 遇
勇山 屑
大伴山前 腎紙
河内民 悦
川内漢人 狂各
大貞 下
山代 渓
山代 梯
伊蘇志 胎恕
葉栗 込衞
原 集藻
宇治山守 三
秦 椎著
山 愼
滋野 捗
橘 源宿
阿祇奈君 栖
物部飛鳥 麻
添 苺
河内 壬
広根 銭
贄土師 靴藝
山田 否
高向 候碩
吉水 匹凄
生江 晩烏
三原 殺
祝部 耳勁
山 封
山村 喩鞍
丹比 塙
和 尻挫
桑原 困
秦 閣眸
尾張 舵寡
中臣葛野 桟
曽祢 蔦
大原 式兄
布師 毬
菅原 專
秦人 送畢
秦 炉腔
布師 寮閤
面氏 而稚
民 致
道守 封
佐為 椰請
福当 識鍋
小山 伎
税部 捗
賈氏 顕
清原 弾
穴太 戚
桑原 纂荒
布忍 與蔓
幡文 炉
土師 茸
物部 胴沖
杖部 莫
日下部 乞
津門 唆
佐伯 清
三園 賛小
清海 傷繁
呉服 鯉劍
服 滴
新田部 停
佐為 資肉
山 賢
登美 庚郵
間人 姿
日置部 野
添 錮風
城原 臥
民使 領
矢田部 璽
村 銘
台 遜
肩野 笈漠
清水 白岳
中臣酒人 食配
坂田 株見
坂田 戰国
大石椅立 璃
奈癸勝 毎唱
吉備 要
池田 鰯賠
古氏 刊奇
膳大伴部 遷
神宮部 艇勺
不破 顧伺
半口氏 湿
朝妻 推民
内田 吐
凡海 戻
榛原 芽果
河内民 敵肯
網津守 旅
阿刀 埴撫
中臣方岳 蟹
阿祇奈君 戚生
巫部 伍
松野 歴洗
秦 措
佐伯 荘怠
水取 伸
文 品
上毛野坂本 哀窟
坏作 惚状
阿刀 碑
林 騒
相槻物部 独桁
高市 熙暴
豊原 械
高橋 福
志我閉 鞘
河内 辣
武生 杵
野中 募舎
大宅 陶不
栗栖 故云
椋人 椰含
百済伎 鉱
下 猿冠
服部 窺激
佐伯 候
半口氏 怠
鳥取 熊普
笠 拝棚
大伴 舶惑
竹原 把
取石 帳洗
鳥取 己
紀 椋燈
平田 木
氷上 禎
物部 腕肢
当宗 暗
上曰佐 呂
神 耐霜
鳥取 亘猫
小治田 諮
酒人 匹
若湯坐 沫
広田 尺
矢田部 干
大原 微
椋 冨家
宇治部 肴鉱
加羅氏 銃
宇努 廟更
凡海 拠悦
大伴大田 朴
台 馳
荒田 親供
野実 句
別 勢亜
佐伯 劣
工 添症
阿閇 刺袴
安那 丼箸
三野 彫
秦勝 煮
日置 葦鑄
凡海 憶調
稲城壬生 撲
火 云
広津 馨供
平田 順
阿刀 熊豹
身人部 騰券
高屋 土
笠原 斗旬
牟古 窓更
工 贈
額田 搜溺
小子部 膚哉
雲梯 称存
吉備 覇
秦 夷
三国 恒世
秦 統曜
今木 悦勺
紀 鷲訣
日置 芭昼
林 鋼
百済伎 崇臣
津守 範
服部 刹
額田部 列
志斐 尿今
田辺 渾幡
石辺 丹誠
新長 皮織
石作 拍供
小野 愼責
采女 礁
物部飛鳥 鉛
園人 旧宜
志貴 季
豊岡 絡
近義 摩運
若湯坐 意
男口連 方掬
火撫 頰
百済王 嘩
大和 錄
神人 釉賄
広田 茄
国栖 璃猿
内原 傑
豊原 僧
若桜部 但
高橋 説
秦人 的難
国背完人 挙
和迩部 遊喩
矢集 規
百済伎 桶
阿祇奈君 思
矢田部 詢
朝来 步
阿刀 侶
石上 須
高橋 西清
道守 訟軟
大石椅立 倦篇
英多 標
堅祖氏 幹飜
車持 分状
後部薬使主 其裟
佐良々 効
六人部 炊
原 煙
檜原 概
和田 喰穏
丈部 穏盲
林 覆賓
吉野 菖
和仁古 陪系
日置 蓄
穂積 敢内
県使 辿
豊原 氷
多米 卸川
真城 羅乙
志貴 駅畠
和気 譜
蜂田 虹
葛原部 惑
道守 能
添 条畳
阿閉間人 嫁府
久米 癒諒
相槻物部 苑般
委文 斜最
若桜部 楯嘗
日下部 姫
役 標
弖良 芳
廬原 上鳥
小家 嗣退
石作 巴趣
尾張 担
高橋 賞関
秦 瓶妄
尾張 雰焼
額田部湯坐 橘堕
山代 管
村挙 牲仲
当宗 繭
阿閉 営熱
高尾 響
古志 痘
島岐 幌逮
池後 岬浜
吉弥侯部 鐘
川俣 泊
大炊刑部 診
石野 奈搜
多米 遁檎
文 局雛
文室 樂
鳥取 裸煮
弓削 藤
福当 贈貝
息長 栽
山河 徵卸
王 鰯墨
竺志 援究
広根 臆仕
委文 公
竹田 逓店
佐為 看写
高野 脇
穴太 陷
大丘 喝
末使主 姿
朝明 台蹴
川瀬 松棺
他田 清
別 芝
水取 牛
中臣志斐 鼎村
高志壬生 南
竹田 収件
志斐 辿皓
村主 模
丈部 謝
河原 言肺
凡河内 齊示
大村 湿十
他田広瀬 湊竹
浮穴 顔囚
神人 碩
安曇 暗
秦 威某
雀部 欣遺
綺 洪薩
守部 栖吐
日下部 甚
道 廊
大石 権
坂合部 撮辻
桜田 粉
日下部 挺肩
中科 蔵凧
史戸 節
小子部 福
長野 辿矩
秦 礼
宮処 蚕肢
楊胡 諮
添 胡暗
掃守 溢苑
末使主 財
雲梯 下覧
委文 過碁
山 笠
川俣 持
和 雜
島本 默
田々内 夜
後部高 燦
勇山 醬奇
凡海 湿枝
日下部 契櫛
難波 穏呂
秦人 値
布施 槇
大伴 貞
宇自可 批果
長岡 項捕
衣縫 蜂
榎井部 軽妃
広根 堺賓
阿曇犬養 衡
紀 雑湖
櫟井 翌貌
石占 歴
物部 齊叔
道守 柳
真神田 鍋越
音太部 献取
菅田 根達
衣縫 留
水海 請念
道守 孤蕪
錦部 奎
道守 欲叉
高岳 義
采女 唱
佐為 檜
佐伯 之
中臣表 訂冗
船 機
檜前舎人 形
大崗 働縛
伯太首神人 鈴
豊岡 燭
阿閇 税凝
桜野 凪岸
香山 虛錐
文室 版需
辟田 犀
若倭部 頂
枌谷 好
文 蕉
浮穴 況棚
大家 待
波多門部 色丸
我孫 綜
楊津 授険
凡海 些殖
坂本 港隙
秦 原
網部物部 稜傷
民 忠
和太 満
水取 髮憧
真城 玄
島 萠
猪使 寒苗
松津 釧賃
武丘 堰
二見 頑
岡 続
紀 栄埜
和田 非
文 憐
辟田 賣
鴨部祝 効啓
中臣部 劍只
大伴 捻
口斯氏 笠陵
薦集 詫
史戸 詢抑
園人 殺菓
中科 騷乏
殿来 嫉
巨勢 殿訓
後部薬使主 怠
雀部 賠舌
若倭部 疾
奄智 署
林 万
豊原 筈
狛人野 汁
滋野 維猶
石野 攻
葛城 弁也
木曰佐 襲
小野 耽
火撫 鶏榊
直尻家 俠
大賀良 唆塞
板茂 振
三国 眉卯
志紀 憶腺
中臣大田 慮
雀部 祷頗
商長 喋旦
志賀 困某
交野 厩
狛 梁
大宅 陪
大和 晋巨
秦 賢
鳥取 育
高市 厨
日根 梛嘆
石作 臥勘
志貴 頼
阿刀 麗
岡屋 弔答
真髪部 伺
中臣 蓑邸
取石 買亀
川俣 難
阿閉 株蓬
勇山 泣
止美 厩悪
阿倍 仕裁
鴨部 楷適
池後 限𠮟
物部依羅 撤
栗栖 芯赦
三枝部 紹
下道 柚
栗田 盾
蝮王部 輩
別 癖
竹原 拠
河内 惑
道祖 鱒
津嶋 丁
他田 城某
吉井 愛声
祝部 宴
菅田 忍削
不破 樹状
漢人 敏妻
若倭部 允煮
高安 堀
百済伎 葺著
巨勢口田 勿窄
錦織 琢祐
長背 貼第
大中臣 絞
広幡 悔
大宅 穀
取石 笹
佐伯 銅付
三原 胡
錦織 快漣
紀部 寸
己口氏 蕨已
神人 裁乳
中臣 折支
川俣 降
山辺 湯座
屋 抵
茨田勝 秩
額田部 遠
委文 朽
浄山 庸
入間 惨
佐夜部 幻
尾張部 濕掘
松津 鱒
小橋 宅緒
山 起銅
矢集 訴屑
尾張 腐
郡 済挫
秦 欄卒
大山 傍
布師 像或
阿礼 蹟
志紀 琢毎
阿保 詮鋸
大椋置始 苑
巫部 康麓
坂田 秩
岡 剣
神人 劍
三枝部 突
坂合部 返
紀 賊皐
秦 態
和田 父
良岑 妊
六人部 菊照
下養 誘
火 選
阿倍志斐 堕
豊階 遁炭
菅野 編沌
掃守 陥示
谷 眺
清川 律岩
勇山 可仮
角 紺
安曇 翔祿
与等 傲綠
紀部 勤
台 裾毅
小山 将昔
道守 殴儉
角 舌堰
大宅 景旗
中臣熊凝 邦披
中臣大田 蚊遡
布留 辱肢
笛吹 剖亨
巨勢口田 紬宏
綺 鷹涉
真髪部 崇
広津 絶押
小橋 晒
紀部 萄
依羅 櫓
阿支奈 菊柴
嶋 湾
荒城 住瞥
葛野 約
蝮部 絢
矢田部 碑
清海 惰
物集 便神
大狛 柏秘
但馬海 拙棺
伊福部 旦
吉備 隷寢
荒城 輔
布敷 貼檜
三園 術
文 峨
葦占 只丸
中臣大家 大
民 塞冊
松津 萠
凡河内 硬葵
高田 禪
菅田 雜銀
丹比須布 裁血
屋 疫扶
伯太首神人 練糾
与等 兵桔
難波 燭
額田 旬侯
田々内 珈午
下 庵
矢田部 量
蝮部 己好
爪工 薩晶
狛人 温
清海 会悩
為名 菊
秦長蔵 雲
秦 親
三宅 軍駒
原井 顧
佐々貴山 潔始
下道 缶默
弓削 課競
県犬養 菩夷
高橋 刻額
黄文 榛
長野 属欄
大村 叢
中 蓬
阿倍志斐 用
志紀 合
川瀬 割修
笠 沌
山河 藏
久々智 珈牟
広来津 穂
大石林 腐
長野 惑脊
犬養 張
春原 錫氏
高安 候
安勅 土
塩屋 悌
紀 徹茎
殖栗 縞多
甘南備 狂酉
中臣宮処 徵
岡屋 券
大石椅立 作
山 乎内
阿閇 袋傘
榎本 晴瓦
三島 崎幣
苑部 契累
坂合部 衿箔
橘守 免
茨田 稔
安勅 炎礁
神奴 完
桑原 院独
中臣志斐 栞押
土師 偉
苑部 苺
火撫 碎戻
広井 顎椿
秦 単色
巨勢口田 豚
奈癸勝 掲抜
河内 知
和迩部 輯
日置 帯称
網部物部 吟婦
蜂田薬師 校
税部 薪綿
工 宇
楊侯 俵沖
祝部 崎頌
池原 停
長野 萬
弓削 併留
阿曇犬養 対
茨田勝 食
工 薦簾
津 裏
工 妹
民 焰昆
椋椅部 茶阿
文 塔棋
中臣 村
奄智 椀粘
檜前舎人 口干
坂上 来
祝部 許絶
大丘 会
高尾 慧恐
御炊 簞札
大伴 浜
他田広瀬 率
大家 爽
聟本 酢俵
物忌 兼系
和気 鉛
島根 恋
氷 衛
三林 析
和気 君
椋椅部 亦
坂合部 維
的 苑
中村 駐
滋野 斜
路 弔硝
我孫 蓋禽
上 慌
丹比 堪
甲能 宥料
箭口 合降
雀部 纂
桑原 罪
阿刀部 困
但馬海 峡
島 揺片
浮穴 賓
林 湿椰
根 番朴
常世 撃
坂田酒人 芳
神人 賭
小子部 凪玩
秦 紡
肥 墨友
大友 嗣
長岡 換
民 無劫
阿刀 嫉甫
建部 乗牒
江 届
口斯氏 粹
穴師神主 笈
茨木 綴
堅祖氏 翌
掃守田 預
秦 青
出雲 営
島根 舌
若犬養 貌將
吉備 剖抄
肩野 尾
多米 脊
笠原 服
椋椅部 宕
神人 古官
若犬養 週繰
大辛 𠮟
評 缶洸
丹比部 良巡
三富部 檢挫
熊野 煉法
二見 銑
上 寄露
額田 契
佐為 痢編
矢田部 薗鎧
氷上 衡
楊侯 珀司
岡屋 鋳
飛多 禁
末使主 恭
桑原 惇那
家内 簿望
大伴 原
志賀穴太 牒
波多祝 賓
池田 瑶顎
路 迪
高向 照
伊香 程
大丘 河蝦
伊香 渡
土師 蜜
久米 牡稚
箭集 痢臣
曽祢 増盗
西泥土部 席
丹比須布 補吏
猪甘 冊
額田 爾富
長岡 阿
為名 磁白
高尾 煎
玉祖 百嘉
山河 銑松
葛野 被
柴垣 輸込
河内画師 峰久
額田 暢畢
真野 塔
笛吹 針簿
多々良 岸岡
大宅 余
尾張 交
己智 酒
高向 隔芯
大伴 俱
末使主 攝鑄
若江 牙供
呉服 今
物部 柾孃
日下部 冠嬉
阿刀 掃育
高志 山
大辟 筈
島本 叔酉
掃守田 錬
猪使 姓
平岡 質紹
靫編 器
身人部 埜
和迩部 側効
長背 凄
飛鳥部 斗
海原 楢
志紀 学
衣縫 胡逐
杖部 薗
秦 緖闇
紺口 桁
上 狹幹
大伴 開
八清水 辺衷
名張 鐘室
星川 吟机
布敷 磨植
茨田 惨円
県使 悦竪
岡原 跨
山背 幣
広海 湊
栗栖 遺
中野 皆
廬原 敬雀
上曰佐 罰
氷 守
波多門部 駅脇
工 健院
犬上 惹
民 減
取石 誠
浄山 到
和迩部 挑冊
高尾 低同
紀 侮
矢田部 翁
根 昨湾
河内 畝峠
葦田 汀既
山代 登
巫部 帳
息長 冠逝
物部飛鳥 猪刑
物部 泰
安那 曽乎
猪名部 躍時
淡海 照
掃守田 老
的 灯
高橋 亥庸
矢田部 情県
早良 硬濫
中臣習宜 歷
大石林 超匂
板茂 宅
山河 雲
額田部河田 斜靜
良岑 健
小高使主 沃
中臣葛野 摺
伊福部 逗硬
竹原 重喩
佐為 雷
日置倉人 鉢
道守 訳
矢集 醸
三島 墨塔
橘守 弔呪
王 士
狛人 寅套
酒人 新策
山 飲
住吉 絢世
呉 経
広井 遙鞠
広田 独
早良 碑檢
神前 妨浮
下養 嶺箕
秦 就十
荒城 系
掃守 姿搜
高 巡碓
朝戸 蹄亭
箭口 沈
秦勝 申浸
凡河内 巷
高家 柴裾
中臣葛野 弱解
額田部湯坐 挟
巫部 課櫂
長谷山 呉内
秦 団
丈部 恕濯
高屋 紛
若倭部 某筆
郡 度
難波 勢絃
広階 曹易
中臣方岳 礁
和気 敵
広幡 棋妖
石辺 祖
佐太 衷雪
中村 詔憎
丸部 印
土師 凛弔
上曰佐 洪引
中臣東 扶融
阿多御手犬養 詐泌
八木 隅歯
楊侯 峠
西泥土部 岸
曽祢 竿
麻田 寧
川上 鋳
真神田 懲
鴈高 郞
秦 液飯
御使 賭
茨田 定
甲能 停
山 雑
玉祖 莊
広幡 圃
建部 柚
長 目泌
文室 藻
宇治 岡
凡人中家 抹貝
高橋 漬棟
阿保 猫永
賈氏 番柳
川俣 癒舵
蘇宜部 残府
羽束 蟬曉
丸部 労儲
生田 絃浦
葦屋漢人 貸粧
今木 淫
椋垣 慰褐
佐為 適
大宅 合池
三間名 帝
日置部 芙
大崗 柱
氷 戦
額田 酢側
矢田部 廊玩
中臣方岳 倣
百済 奬積
蓁原 負
茨田 角濕
氷 厘
三間名 組寒
坂本 級刑
御手代 労
葦占 序名
三富部 棚曾
大崗 戒焰
加羅氏 繊由
出庭 疑
犬養 助
菅野 入
物部 派
垂水 鞭暦
蝮部 疫
伊香 湘哨
榎井部 幽
日奉 武倉
紀 藩曾
曰佐 欧珈
内蔵 梧
桑原 爪
清川 澁伎
三園 象虚
高円 督礼
中臣 遅
奄智 易
網津守 震唄
菅田 稟
谷 醒肯
吉井 僅
工 梢
秦姓 争
軽部 郁了
粟田 寄
額田部 急
山 務
我孫 戊
日下部 訃
中村 嘉朽
神人 琶響
丈部 女
日下部 丹履
委文 挽
山田 唐
檜原 学祝
下毛野 寧
石作 庵
額田部 僞剝
大家 悌妊
国造 碁漸
日置 掛巳
多米 援
広原 樺賄
久米 壌
山守 秒
秋篠 州
茨田 仔
河原 弘
道守 曆
当麻 詫
浮穴 匁
新田部 柊
竹田川辺 念塡
矢田部 卑隣
三枝部 温
杖部 鯉体
平群文室 柚弱
我孫 般焰
大原 增
和田 愼賂
賈氏 櫂軸
宮処 靴
葛城 肺阪
津門 塁
物部間 橘摂
宇遅部 慧
狛染部 騎刀
葦田 党抄
石辺 僧
和薬使主 荒
久米 藻碑
吉野 揭懐
三枝部 昇
祝部 包
鴨 帆衷
秦 机舗
薦口 齢赦
呉氏 檢
額田部 板
高丘 寓
柏原 幣
熊野 希符
八清水 弾馨
大神 鷲撰
檜原 映這
大椋置始 夏
等祢 永
楊侯 追
柏原 奪卜
田辺 藤
依羅 渚
河内 異
日下部 陪
高橋 紛
今木 詠虚
会加 氣
紀部 嚴
広井 勉毅
小治田 祕
海犬養 湖
坂合部 血泰
常世 凡
矢作 郞歓
栗田 城
委文 気
津守 川
殿来 甲
橘守 汎
布忍 診拒
吉弥侯部 籾
河原 幣及
賈氏 峻
小野 訳
大家 急
阿祇奈君 糖
額田部 薗茶
広海 憤勉
八俣部 側
登美 筈
山 稀
豊国 狙
讃岐 沫萬
佐々貴山 粧墨
佐味 惚琴
丈部 渾
高橋 砂
委文 轉
中臣宮処 棚
出庭 極
三園 嘗嬉
塩屋 筆
志斐 微兄
紀 環
山 坦
温義 蟬昏
土師 他狭
賀茂 才
近義 眺寸
采女 擦
桑原 迎裾
阿閉 利窒
秦勝 辻萌
度守 皿
小子部 触
大私部 愛膨
桑原 薰
猪甘 卑
中臣東 讓
志我閉 膳遭
為奈 委
鳥取 躍
野実 順庇
中臣栗原 剩蕨
浮穴 昌醉
野上 大窟
高田 猶
凡人 乃
坂本 寬
桑名 往陰
橘 慢視
葦屋漢人 毬小
別 主憎
茨木 感
鴨 臭跡
坏作 辻参
税部 按促
真野 草情
桑原 檀
真髪部 朽倖
新家 測拶
御原 衞
黄文 綿采
取石 乎
吉野 綠
為奈部 蕉伐
田辺 後
布忍 鷲
縵 零
壬生 衛
物忌 塡
服部 凝塊
蜂田薬師 彼彗
久々智 術
鴨 默
山村 彗
日置 博幼
五百木部 宿廿
高 慧訂
壱伎 麺祈
物集 稔
尾張 宰紹
三善 髪困
日下部 底琉
安曇 狹
村 舜
福当 承多
柏原 族
長田使主 豊
他田 魚錘
豊原 頌
紀祝 導
大戸 浮露
日下部 雛凹
三島 如
阿刀 氾
紀 励戚
阿刀 潤
矢田部 邑
物部 源皿
路 矛立
出水 図佃
鳥取 溶諒
韓国 疎
秋篠 区歯
浮穴 歯
倭太 喩径
孔王部 腫
奈癸勝 脇開
肩野 挽等
久米 檢遣
山背 紀
林 遭
大石椅立 梶
治田 酉志
許曽倍 斗
山田 賜
新家 鋭
櫛代 無番
三原 塔散
三宅人 汗
塩屋 圃
青海 含穀
大宅 峽蓬
佐味 樣管
新城 捜酎
尾張部 斑綾
紀 浮涙
河原 樺虫
笛吹 疋
狛 病衰
佐伯 郁
山田 始笑
枌谷 外恕
大伴 懲
坂合部 滋孟
佐伯 煉
大伴 怠恰
道守 活
江 增牧
波多門部 同症
福当 事
目色部真時 犯劇
伊勢 蹴
枌谷 昇盲
日下 渾
神人 粥
岸田 病釘
水取 憲綸
橘守 潟
小豆 立貴
志貴 殻
王 寮
田々内 醐
林 寵
間人 障積
吹田 房烏
賈氏 底
上 警
苑部 惇変
坂本 註途
河内民 影
河内画師 紡
取石 揺
中臣東 晦
狛染部 舎題
小治田 乱九
秦 虫根
栗栖 早席
桑田 障鋒
香山 声
伊福部 免
秦冠 堪
志賀 種
膳 脱
村挙 勘
日置倉人 遺験
別 雷難
役 禪
牟佐 弦
高田 哲扱
間人 斯
高橋 抜閣
武生 還映
道守 近察
紀 澪
桑原 貌暦
膳 沖
吉弥侯部 薬匁
城篠 旬燈
佐夜部 諏
山上 蕗更
尾津 底遷
登美 濁絶
大炊刑部 到試
枌谷 杖
栄山 忌
池辺 枕
物部依羅 諸
額田部 万
武生 錯巫
津 端
県主 揺界
日置倉人 釈呉
志賀 李膏
調 歷
佐味 池
平群文室 隔
佐太 貌編
小治田 簞欺
伊福部 校
尾張 猿崖
内 吞
大宅 追
賀茂 詐猪
高井 彗琢
酒人小川 凧
秦 慄
忍海部 甥紘
道守 鎭諾
河原 后紛
木曰佐 寮琥
蓁原 唱
高志壬生 漫
内蔵 肋
和尓部 酒萩
春井 疲整
三間名 鮮脅
山口 砲
三野 道
大部 輩眉
桑原 制要
伊福部 注略
火撫 活
椋椅部 柏
我孫 桃盜
広海 禽
阿刀 弾渦
工 聖
不破 錆陵
守 拙少
物部 媛
坂田 搬
路 寮運
椋椅部 蘇
日置 楢
呉服 晩関
布師 煮
広津 戊
櫟井 紅
爪工 兜
百済伎 晝儀
高向 猪
舎人 哩円
当宗 雄取
神麻績 芯
調 撲隷
川合 捻皮
春野 与現
蔵人 叉
守 菓
笠 凱抵
高野 枠碑
伊気 於
筆氏 徹成
鳥井 披
己智 羞
生田 廊聽
広根 汽
若桜部 梅
清海 域童
宇自可 朗鎧
志紀 嘆孟
矢作 盃
羽束 言
三島 臟鞭
伊蘇志 肇著
小山 塩
為奈部 触
佐伯 認
久米 笹櫛
志賀 左
水主 徵桟
曰佐 津尭
枌谷 閲革
岡屋 律
民 駅
川跨 慢
茨田 肺
矢田部 例層
山上 瞥
船 丞
桑原 旨愼
小橋 喧
尾張 肢臟
古氏 欄培
宗形君 駅
丈部 葦
依羅 兜
桑原 萱牒
津守 疋
評 卜
堅祖氏 諄凛
岸田 朝
榎本 恐絹
三宅 随寒
福当 乱
秦長蔵 汀
依羅 霊唇
田口 労喩
爪工 伏刀
葉栗 晨土
巫部 峻
巨勢口田 便悩
志我閉 滅謁
大賀良 据
武生 拓
河内画師 夕
河原蔵人 葡幌
川瀬 浬
勇山 療余
高向 海
苑部 祝
志紀 替迪
稲城壬生 芹棄
和尓部 籠
巨勢 田
曰佐 溫
犬上 潤
但馬海 順恭
取石 支燕
坂本 傷筆
物部飛鳥 旗傘
畝尾 興
蔵人 共凰
膳大伴部 亙牟
伊与部 石稲
尾津 衡潔
鴨 俠梢
浄山 肺益
神人 醍
山田 顎
宇治部 徳殉
新田部 章鬼
名張 僞戻
伯祢 家
大田祝山 戻殆
大枝 輪
安曇 傑葦
阿刀 翼職
船子 足
紀部 幼暗
三島 瓜
三宅 死
大和 渦
尾張 俄蚕
長谷置始 岡
榎室 耐紐
小高使主 貫年
中臣酒人 員鯛
大鹿 陰
小家 牟障
山田 愚改
大宅 獲袴
早良 苛技
珍 度
笠 珈天
屋 療
三間名 寮蕉
道守 悌
氷 壞
上 潤
稲城壬生 掃享
長 豆搜
久米 慈
道守 藤
山口 劇送
己口氏 綜房
川原 陥鶴
倭太 貫分
蘇宜部 繭
小橋 睦
畝尾 綾
鴨 赤訴
山田 椋
蘇宜部 筑
秦 撲
枌谷 促珊
会加 尻
美努 雜
内田 湘羚
家内 凜
山田 恣
畝尾 天
台 本睦
錦部 陵
岸田 諮
丹比須布 囲緑
垂水 寂噴
山 枢
八多 哨貯
錦織 硬
巨勢斐太 擁拠
和仁古 耽励
石辺 蛇
笠 稽墳
台 凹様
下神 覽
住道 逐侮
大山 霊霊
曽祢 丹
和尓部 凌負
坂田 於
爪工 侯力
日下部 移
平群 咲
菅野 昏史
小豆 萩
村挙 蔵租
江 召
大家 雀
野実 瓶
椋 波申
鴨 担出
阿閉間人 祝
出雲 眉邸
長田使主 纂
豊津 耽窪
甘南備 鷹
温義 匡捨
三富部 札
広海 典斥
安勅 俄
山 染鵬
垂水 膨煙
治田 昊
小槻 結
村挙 習象
犬養 巷
新城 窺勤
大家 捉釈
額田部 暗銅
県犬養 更
志我閉 砲
高志壬生 鉱
波多 礎
吉田 挙
高田 巻逝
阿刀部 香齊
谷 網丁
道守 糧
中村 寿申
内蔵 港烏
漢人 長
衣縫 鮎
額田部湯坐 環
川俣 藍
